1,43,0,1,0,0,0,1,0
1,47,0,1,0,1,1,0,0
1,44,0,0,0,0,0,0,0
1,31,0,1,0,0,0,0,0
1,37,0,0,0,0,0,0,0
1,20,0,1,0,1,1,0,0
1,9,0,0,0,0,0,0,0
1,25,0,0,1,0,0,1,0
1,11,0,0,0,0,0,0,0
1,40,0,0,0,0,0,0,0
1,21,0,1,0,1,0,0,0
1,48,0,1,0,0,0,0,0
1,1,0,1,0,1,1,0,1
1,4,0,1,1,0,0,0,1
1,7,0,1,1,0,0,0,1
1,13,0,0,0,0,0,0,1
1,19,0,1,1,0,0,1,1
1,24,0,1,1,0,0,1,1
1,34,0,0,1,1,1,1,1
1,35,0,1,0,0,0,0,1
1,38,0,0,0,0,0,0,1
1,45,0,1,1,0,0,0,1
1,46,0,0,1,1,0,1,1
1,42,0,0,1,0,0,1,0
1,28,0,1,1,0,0,1,0
1,41,0,0,0,0,0,0,0
1,17,0,1,0,0,0,0,0
1,29,0,1,1,0,0,0,0
1,18,0,0,0,0,0,0,0
1,3,0,1,0,0,0,0,0
1,22,0,0,0,0,0,0,0
2,51,0,1,1,0,0,0,0
2,58,0,1,0,1,0,0,0
2,66,0,1,1,0,0,0,0
2,52,0,1,1,0,0,0,1
2,56,0,1,0,1,1,0,1
2,57,0,1,1,0,0,0,1
2,62,0,1,1,1,0,0,1
2,68,0,1,1,0,0,0,1
2,69,1,1,1,0,0,1,1
2,65,0,1,1,1,0,0,0
3,91,0,1,1,0,0,0,0
3,106,0,1,1,1,0,0,0
3,107,0,1,1,0,0,0,0
3,87,0,0,0,1,0,0,0
3,76,0,1,0,1,0,0,0
3,90,0,1,1,1,0,0,0
3,88,1,1,1,1,0,1,0
3,89,1,0,1,1,0,1,0
3,82,0,1,1,1,0,0,0
3,95,1,1,1,1,0,1,0
3,71,1,1,1,1,0,1,1
3,78,1,0,1,0,0,1,1
3,83,0,1,1,0,0,0,1
3,84,0,1,1,0,0,0,1
3,85,1,1,1,1,0,1,1
3,92,1,1,1,0,0,1,1
3,93,0,1,1,1,0,0,1
3,94,1,0,1,0,0,1,1
3,96,0,0,1,1,0,0,1
3,98,1,1,1,1,0,1,1
3,99,1,1,1,0,0,1,1
3,100,1,1,1,0,0,1,1
3,101,1,1,1,0,0,1,1
3,102,1,1,1,0,0,1,1
3,108,1,0,1,0,0,0,1
3,80,0,1,1,1,0,0,0
3,77,0,1,1,0,0,0,0
4,297,0,1,1,1,0,0,0
4,248,0,1,1,0,0,0,0
4,268,0,1,1,1,1,0,0
4,315,0,0,0,1,0,0,0
4,323,0,1,1,1,0,0,0
4,255,0,1,0,1,0,0,0
4,286,0,1,0,0,0,0,0
4,318,0,1,0,1,0,0,0
4,290,1,1,1,1,0,1,0
4,272,0,1,1,1,0,0,0
4,287,1,1,1,0,0,0,0
4,252,1,1,0,0,0,0,0
4,249,0,0,0,0,0,0,1
4,250,1,1,0,0,0,0,1
4,254,0,1,1,0,0,0,1
4,256,0,1,1,0,0,0,1
4,269,0,1,0,0,0,0,1
4,273,0,1,0,0,0,0,1
4,274,1,1,1,0,0,0,1
4,275,1,1,1,0,0,0,1
4,278,1,1,1,1,1,0,1
4,281,1,1,1,0,0,1,1
4,293,1,1,1,0,0,0,1
4,295,0,0,0,1,1,1,1
4,296,1,1,1,0,0,0,1
4,300,0,1,1,0,0,0,1
4,311,0,1,1,0,0,0,1
4,312,1,1,1,1,0,1,1
4,313,0,1,1,1,1,0,1
4,314,1,1,1,0,0,1,1
4,319,1,0,1,0,0,1,1
4,320,0,1,1,0,0,0,1
4,307,1,1,1,0,0,0,0
4,282,1,0,0,0,0,0,0
4,267,0,1,0,0,0,1,0
4,251,0,0,0,0,0,0,0
4,253,0,1,1,1,1,0,0
4,263,1,0,1,0,0,0,0
